tf,gene,label
Nkx6-2,Cntn1,0
Nkx6-2,Lag3,0
Nkx6-2,Flt1,0
Nkx6-2,Sfn,0
Nkx6-2,Zfand3,0
Nkx6-2,Xkr6,0
Nkx6-2,Efnb1,0
Nkx6-2,Itga3,0
Nkx6-2,Tmem200a,0
Nkx6-2,Fzd8,0
Nkx6-2,Phox2a,0
Nkx6-2,Prune2,0
Nkx6-2,Hoxa5,0
Nkx6-2,S100pbp,0
Nkx6-2,Gadd45g,0
Nkx6-2,Padi4,0
Nkx6-2,Plekha2,0
Nkx6-2,Trp63,0
Nkx6-2,Eef1d,0
Nkx6-2,Zic3,0
Nkx6-2,Clcn3,0
Nkx6-2,Gpbp1,0
Nkx6-2,Mtus1,0
Nkx6-2,Klf7,0
Nkx6-2,Cav1,0
Nkx6-2,Rarb,0
Nkx6-2,Ccdc64,0
Nkx6-2,Cxcl14,0
Mxd3,Ptprg,0
Mxd3,Pmp22,0
Mxd3,Nkx2-1,0
Mxd3,Dnm3os,0
Mxd3,Brd1,0
Mxd3,Arfgef1,0
Mxd3,Mllt3,0
Mxd3,Dram1,0
Mxd3,Lcorl,0
Mxd3,Zbtb8a,0
Mxd3,Zbtb7c,0
Mxd3,Nfil3,0
Mxd3,Xpnpep1,0
Mxd3,Sst,0
Mxd3,Tcf7l2,0
Mxd3,Fam78a,0
Mxd3,Bcl11a,0
Mxd3,Zdhhc9,0
Mxd3,Nab1,0
Mxd3,Bnip3,0
Mxd3,Rasd2,0
Mxd3,Cadm1,0
Mxd3,Krcc1,0
Mxd3,Tgif1,0
Mxd3,Pou2f2,0
Mxd3,Snx2,0
Mxd3,Hoxc8,0
Mxd3,Negr1,0
Mxd3,Rbbp7,0
Mxd3,Egfl6,0
Mxd3,Adra2a,0
Mxd3,Eln,0
Mxd3,Inpp5a,0
Mxd3,Gabbr1,0
Mxd3,Ildr2,0
Mxd3,Fam83h,0
Mxd3,Qser1,0
Mxd3,Ino80,0
Mxd3,Irx5,0
Mxd3,Dennd2a,0
Mxd3,Fzd5,0
Mxd3,Lpar4,0
Mxd3,Mdfi,0
Mxd3,Slc17a6,0
Mxd3,Frs3,0
Mxd3,Rbm39,0
Mxd3,Ccdc129,0
Mxd3,Mtus1,0
Mxd3,Fzd10,0
Mxd3,Cdk4,0
Hells,Cldn7,0
Hells,Ralyl,0
Hells,Kcnd3,0
Hells,Ctcf,0
Hells,Dnmt3b,0
Hells,Rabgap1,0
Hells,Pard3b,0
Hells,Ier5l,0
Hells,Hmgn2,0
Hells,Hoxa4,0
Hells,Ccne1,0
Hells,Dpp4,0
Hells,Vcl,0
Hells,Kitl,0
Hells,Clic1,0
Hells,Mecom,0
Hells,Rasd2,0
Hells,Mfhas1,0
Hells,Fut8,0
Hells,Efna5,0
Hells,Nap1l1,0
Hells,Mef2c,0
Hells,Gria3,0
Hells,Chn2,0
Hells,Tsc22d1,0
Hells,Srf,0
Hells,Fam46a,0
Hells,Ism1,0
Hells,Pdzd2,0
Hells,Cacnb3,0
Hells,Cldn11,0
Hells,Lingo2,0
Hells,Hoxd3,0
Hells,St6galnac3,0
Hells,Lrrc8e,0
Hells,Wnt3,0
Hells,Inha,0
Hells,Mcf2,0
Hells,Kank4,0
Hells,Atf3,0
Hells,Hoxa2,0
Hells,Hoxa6,0
Hells,S1pr1,0
Hells,Prkrir,0
Hells,Adamtsl1,0
Hells,Trpc4,0
Hells,Pip4k2a,0
Hells,Kcnb1,0
Hells,Sox2,0
Hells,Nphs1,0
Bmi1,Scn1b,0
Bmi1,Shank2,0
Bmi1,Chd4,0
Bmi1,Stag3,0
Bmi1,Zc3h6,0
Bmi1,Satb2,0
Bmi1,Socs2,0
Bmi1,Myb,0
Bmi1,Ebf3,0
Bmi1,Pou3f2,0
Bmi1,Pnma2,0
Bmi1,Fam78a,0
Bmi1,Nckap1,0
Bmi1,Ctgf,0
Bmi1,Cacna1c,0
Bmi1,Phf19,0
Bmi1,Negr1,0
Bmi1,Phip,0
Bmi1,Itga10,0
Bmi1,Podn,0
Bmi1,Trim36,0
Bmi1,Bend5,0
Bmi1,Id2,0
Bmi1,Zfp516,0
Bmi1,Lrrn2,0
Bmi1,Zbtb12,0
Bmi1,Epha2,0
Bmi1,Pik3ip1,0
Bmi1,Sypl2,0
Bmi1,Arhgap29,0
Bmi1,Appl1,0
Bmi1,Brsk1,0
Bmi1,Rnf38,0
Bmi1,Ptprm,0
Bmi1,Trh,0
Bmi1,Tac2,0
Bmi1,Bcl9l,0
Bmi1,Lasp1,0
Bmi1,Ckb,0
Bmi1,Ptch2,0
Bmi1,Hoxb8,0
Bmi1,Smad2,0
Bmi1,Atp2b2,0
Bmi1,Smarcd3,0
Bmi1,Ccdc64,0
Bmi1,Nphs1,0
Erg,Asxl3,0
Erg,Ralyl,0
Erg,Rxrg,0
Erg,Smad6,0
Erg,Maneal,0
Erg,Ptch1,0
Erg,Slc39a7,0
Erg,Klhl15,0
Erg,Stk4,0
Erg,Sp9,0
Erg,Foxp1,0
Erg,Ube2b,0
Erg,Myocd,0
Erg,Ndufa13,0
Erg,Kif26b,0
Erg,Nr4a2,0
Erg,Myh9,0
Erg,Phf19,0
Erg,Col5a2,0
Erg,Kit,0
Erg,Raly,0
Erg,Aldh7a1,0
Erg,Ppp2r3a,0
Erg,Dnmt3a,0
Erg,Atp1a1,0
Erg,Gap43,0
Erg,Auts2,0
Erg,Uck2,0
Erg,Prrt3,0
Erg,Kdm3a,0
Erg,Odf2,0
Erg,Amfr,0
Erg,Dennd2a,0
Erg,Ubr3,0
Erg,Fam102b,0
Erg,Frmd4a,0
Erg,Ppp2r5c,0
Erg,Sgcz,0
Erg,Ubtd2,0
Erg,Mmgt2,0
Erg,Rab3il1,0
Wdr5,Col5a1,1
Wdr5,Tes,1
Wdr5,Tgfbr1,1
Wdr5,Atxn1,1
Wdr5,Bcl6,1
Wdr5,Vim,1
Wdr5,Cul1,1
Wdr5,Tcf4,1
Wdr5,Mreg,1
Wdr5,Pitx2,1
Wdr5,Bach1,1
Wdr5,Tpbg,1
Wdr5,Pmp22,1
Wdr5,Crim1,1
Wdr5,Irs2,1
Wdr5,Gprc5a,1
Wdr5,Stat3,1
Wdr5,Nme2,1
Wdr5,Emp1,1
Wdr5,Prss23,1
Wdr5,Pde1b,0
Wdr5,Ptpn21,1
Wdr5,Nfe2l1,1
Wdr5,Brd2,1
Wdr5,Rfx2,1
Wdr5,Stag3,1
Wdr5,Zc3h6,1
Wdr5,Ext1,1
Wdr5,Fzd2,1
Wdr5,Ctcf,1
Wdr5,Csnk2a2,0
Wdr5,Nsmaf,1
Wdr5,Dnmt3b,1
Wdr5,Trip12,1
Wdr5,Xrcc6,1
Wdr5,Smarca2,1
Wdr5,Reep3,1
Wdr5,Foxq1,1
Wdr5,Cd248,1
Wdr5,Capzb,1
Wdr5,Lmo4,1
Wdr5,Dusp10,1
Wdr5,Klf4,1
Wdr5,Dtd1,1
Wdr5,H2afy,1
Wdr5,Ak4,1
Wdr5,Vapb,1
Wdr5,Gnb2,1
Wdr5,Rabgap1,1
Wdr5,Meis2,1
Wdr5,Pdzrn3,1
Wdr5,Plcxd3,0
Wdr5,Spag9,1
Wdr5,Serbp1,1
Wdr5,Agap1,1
Wdr5,Btbd11,1
Wdr5,Ttc28,0
Wdr5,Rb1,1
Wdr5,E2f1,1
Wdr5,Hsph1,1
Wdr5,Dmrta2,0
Wdr5,Dusp6,1
Wdr5,Slc39a7,1
Wdr5,Timm50,1
Wdr5,Trim3,1
Wdr5,A230050P20Rik,1
Wdr5,Serpine2,1
Wdr5,Stk4,1
Wdr5,Sae1,1
Wdr5,Ier5l,1
Wdr5,Naa25,1
Wdr5,Wdr1,1
Wdr5,Ubap2l,1
Wdr5,Cacna2d2,0
Wdr5,Idh3g,1
Wdr5,Suz12,1
Wdr5,Lox,1
Wdr5,Ptp4a3,1
Wdr5,Phlda1,1
Wdr5,Faf2,1
Wdr5,H2afz,1
Wdr5,Sp5,1
Wdr5,Scarf2,1
Wdr5,Sumo3,1
Wdr5,Tab2,1
Wdr5,Fndc3b,1
Wdr5,Cyr61,1
Wdr5,Arid2,1
Wdr5,Cirh1a,1
Wdr5,Pknox2,1
Wdr5,Bcor,1
Wdr5,Sntb2,0
Wdr5,Hbp1,1
Wdr5,Rin3,1
Wdr5,Xpnpep1,1
Wdr5,Calb2,1
Wdr5,Acta2,1
Wdr5,Tmem150a,1
Wdr5,Ganab,1
Wdr5,Upp1,1
Wdr5,Tmem132d,0
Wdr5,Pik3r1,1
Wdr5,Tcf7l2,1
Wdr5,Mlec,1
Wdr5,Tpm3,1
Wdr5,Mrrf,1
Wdr5,Fam78a,1
Wdr5,Samd4b,1
Wdr5,Slc31a1,1
Wdr5,Hnrnpa2b1,1
Wdr5,Fam193b,1
Wdr5,Bhlhe40,1
Wdr5,Sema6a,0
Wdr5,Nckap1,1
Wdr5,Asns,1
Wdr5,Sidt2,1
Wdr5,Tnfrsf12a,1
Wdr5,Ctgf,1
Wdr5,Trpc4ap,1
Wdr5,Arf5,1
Wdr5,Fblim1,1
Wdr5,Bap1,1
Wdr5,Igf2bp3,1
Wdr5,Coro1c,1
Wdr5,Ctnna1,1
Wdr5,Zfp277,1
Wdr5,Mab21l1,0
Wdr5,Ppp1r8,0
Wdr5,Cdk14,1
Wdr5,Smo,1
Wdr5,Uqcrh,1
Wdr5,Mapre2,1
Wdr5,Midn,1
Wdr5,Myocd,0
Wdr5,Aatf,1
Wdr5,Clic1,1
Wdr5,Sertad4,1
Wdr5,Hoxc9,0
Wdr5,Ddit4,1
Wdr5,Cobl,1
Wdr5,Cdv3,1
Wdr5,Bdnf,1
Wdr5,Irf2,1
Wdr5,Usp28,1
Wdr5,Tcl1,1
Wdr5,Lmna,1
Wdr5,Myh9,1
Wdr5,Alox5ap,1
Wdr5,Col23a1,0
Wdr5,Hat1,1
Wdr5,Tgif1,1
Wdr5,Cdk2ap1,1
Wdr5,Efna5,1
Wdr5,Mcam,1
Wdr5,Hnrnpab,1
Wdr5,Inppl1,1
Wdr5,Trim8,1
Wdr5,Nap1l1,1
Wdr5,Irf1,1
Wdr5,Col4a2,1
Wdr5,Chrnb1,1
Wdr5,Slc6a6,1
Wdr5,Egfl7,1
Wdr5,Rbbp7,1
Wdr5,Ptprf,1
Wdr5,Wnt4,1
Wdr5,Hdlbp,1
Wdr5,Ivns1abp,1
Wdr5,Tle4,1
Wdr5,Ssbp3,1
Wdr5,Marcksl1,1
Wdr5,Ube2g1,1
Wdr5,Pnkd,1
Wdr5,Schip1,0
Wdr5,Klf2,1
Wdr5,Mafg,1
Wdr5,Rai2,0
Wdr5,Junb,1
Wdr5,Ubqln4,1
Wdr5,Gja1,1
Wdr5,Csnk1g2,1
Wdr5,Sort1,1
Wdr5,Hspd1,1
Wdr5,Ranbp9,1
Wdr5,Pdgfb,1
Wdr5,Bcas3,1
Wdr5,Mme,1
Wdr5,Ebf1,0
Wdr5,Morc2a,1
Wdr5,Sumo2,1
Wdr5,Csrp1,1
Wdr5,Prpf3,1
Wdr5,Timp3,1
Wdr5,Mbnl1,1
Wdr5,Sertad2,1
Wdr5,Itpr1,1
Wdr5,Gdpd5,1
Wdr5,Anp32e,1
Wdr5,Trim36,1
Wdr5,Dlgap4,1
Wdr5,Tsc22d1,1
Wdr5,Tuba1a,1
Wdr5,Nbl1,1
Wdr5,Wsb1,1
Wdr5,Eif2s2,1
Wdr5,Flt1,1
Wdr5,Srf,1
Wdr5,Jam2,1
Wdr5,Ptp4a2,1
Wdr5,Enpp2,1
Wdr5,Tex14,1
Wdr5,Zfand3,1
Wdr5,Actn1,1
Wdr5,Traf3,1
Wdr5,Fhod1,1
Wdr5,Pou5f1,1
Wdr5,Traf4,1
Wdr5,Copz2,1
Wdr5,Fhl1,1
Wdr5,Ets1,1
Wdr5,Adamts14,0
Wdr5,Rap1b,1
Wdr5,Rhbdf1,1
Wdr5,Mtf2,1
Wdr5,Atmin,1
Wdr5,Alpl,1
Wdr5,Epha2,1
Wdr5,Myl4,1
Wdr5,Slc20a2,1
Wdr5,Bmp1,1
Wdr5,Col4a1,1
Wdr5,Dsp,0
Wdr5,Cpsf4l,1
Wdr5,Gabbr1,0
Wdr5,Chtf8,1
Wdr5,Cggbp1,1
Wdr5,Srsf1,1
Wdr5,Eif4ebp1,1
Wdr5,Kpna2,1
Wdr5,Nr5a2,1
Wdr5,Scd2,1
Wdr5,Sppl3,1
Wdr5,Creb3,1
Wdr5,Itga3,1
Wdr5,Nav1,1
Wdr5,Rnd3,1
Wdr5,Glud1,1
Wdr5,Ahnak,1
Wdr5,4930515G01Rik,0
Wdr5,Vcp,1
Wdr5,Srsf2,1
Wdr5,Mmp14,1
Wdr5,Uchl5,1
Wdr5,Dag1,1
Wdr5,Rab2a,1
Wdr5,Fam83h,1
Wdr5,Coch,0
Wdr5,Zeb2,1
Wdr5,Uck2,1
Wdr5,Qars,1
Wdr5,Prnp,1
Wdr5,Nasp,1
Wdr5,Ppm1a,1
Wdr5,En2,0
Wdr5,Lima1,1
Wdr5,Nedd9,1
Wdr5,Onecut2,1
Wdr5,Cnn2,1
Wdr5,Kdm3a,1
Wdr5,Mybl2,1
Wdr5,Eif4g1,1
Wdr5,Meis1,1
Wdr5,Kctd10,1
Wdr5,Maged2,0
Wdr5,Flot2,1
Wdr5,Phc2,1
Wdr5,Ctdsp2,1
Wdr5,Otx2,1
Wdr5,Ddx21,1
Wdr5,Mal2,0
Wdr5,Pip4k2b,1
Wdr5,Dpysl3,1
Wdr5,Klhdc3,1
Wdr5,Gadd45g,1
Wdr5,Slitrk5,1
Wdr5,Txnip,1
Wdr5,Matr3,1
Wdr5,Etv5,1
Wdr5,Plec,1
Wdr5,Anp32a,1
Wdr5,Cmtm4,1
Wdr5,Ubox5,0
Wdr5,Tug1,1
Wdr5,Nuak1,1
Wdr5,Rara,1
Wdr5,Plekha2,1
Wdr5,Fkbp10,1
Wdr5,Rras,0
Wdr5,Stag2,1
Wdr5,Map3k12,1
Wdr5,Flii,1
Wdr5,Foxred1,1
Wdr5,Usp7,1
Wdr5,Pou3f1,1
Wdr5,Cdc42bpb,1
Wdr5,Atf2,1
Wdr5,Hnrnpl,1
Wdr5,Sik1,0
Wdr5,Jun,1
Wdr5,Grip1,1
Wdr5,Vezt,1
Wdr5,Zswim6,0
Wdr5,Camk2b,1
Wdr5,Aplp2,1
Wdr5,Hdgf,1
Wdr5,Espn,1
Wdr5,Lypla2,1
Wdr5,Sdc3,1
Wdr5,Igsf9,1
Wdr5,Fst,1
Wdr5,Wt1,1
Wdr5,Ppp3ca,1
Wdr5,A830010M20Rik,0
Wdr5,Eef1d,1
Wdr5,Lrrc8d,1
Wdr5,Igf2bp1,1
Wdr5,Axin2,1
Wdr5,Vegfc,1
Wdr5,Slc1a2,0
Wdr5,Rassf1,1
Wdr5,Tgfb1i1,1
Wdr5,Ilf3,1
Wdr5,Runx1t1,1
Wdr5,Vegfa,1
Wdr5,Btg1,1
Wdr5,Gsc,1
Wdr5,Smad3,1
Wdr5,Ldha,1
Wdr5,Dap3,1
Wdr5,Esrrb,1
Wdr5,Atf3,1
Wdr5,Bcl9l,1
Wdr5,Klf6,1
Wdr5,Srm,1
Wdr5,Lasp1,1
Wdr5,Chac1,1
Wdr5,Gad1,1
Wdr5,Mtch2,1
Wdr5,Efemp2,0
Wdr5,Tbx3,1
Wdr5,Igfbp5,1
Wdr5,Cap1,1
Wdr5,Purb,1
Wdr5,Ergic1,1
Wdr5,Hoxa2,0
Wdr5,Prpf19,1
Wdr5,Cd63,1
Wdr5,Zyx,1
Wdr5,Ppp4r4,1
Wdr5,Hdac7,1
Wdr5,Phldb1,1
Wdr5,Ndst1,1
Wdr5,Prkg2,1
Wdr5,Nfib,1
Wdr5,Nck2,1
Wdr5,Krt8,1
Wdr5,Ube2k,1
Wdr5,Pabpc1,1
Wdr5,Zfp292,1
Wdr5,Rbms1,1
Wdr5,Hsp90ab1,1
Wdr5,Prelp,1
Wdr5,Rin1,1
Wdr5,Lhfp,1
Wdr5,Gpbp1,1
Wdr5,Ezh2,1
Wdr5,Tpm1,1
Wdr5,Eif5a,1
Wdr5,Cdkn1c,1
Wdr5,Trpc4,0
Wdr5,Pitpna,1
Wdr5,Mtus1,1
Wdr5,Cenpb,1
Wdr5,Ppp2r5c,1
Wdr5,Tmpo,1
Wdr5,Sirt1,1
Wdr5,Bmp4,1
Wdr5,Cav1,1
Wdr5,Chmp4b,1
Wdr5,Pip4k2a,1
Wdr5,Epha7,1
Wdr5,Nog,1
Wdr5,Rab11fip5,1
Wdr5,Fbxo36,1
Wdr5,Fancd2,1
Wdr5,Pdk1,1
Wdr5,Rarb,1
Wdr5,Rbpms2,1
Wdr5,Sox7,0
Wdr5,Acta1,1
Wdr5,Ptpn14,1
Wdr5,Krtcap2,1
Wdr5,Camta1,0
Wdr5,Mmgt2,1
Wdr5,Plekha1,1
Wdr5,Fzd10,1
Wdr5,Rnf11,1
Wdr5,Sox2,1
Wdr5,Cdca2,1
Wdr5,Glipr2,1
Wdr5,Mapk6,1
Zfp691,Grik3,1
Zfp691,Shroom4,1
Zfp691,Sema6c,1
Zfp691,4930539J05Rik,1
Zfp691,Nkx2-1,1
Zfp691,Ikzf2,0
Zfp691,Slc6a14,0
Zfp691,Trip12,0
Zfp691,Hoxa3,0
Zfp691,Plekha4,0
Zfp691,Stk10,0
Zfp691,Lcorl,0
Zfp691,Prok2,0
Zfp691,Foxp1,0
Zfp691,Mecom,1
Zfp691,Hmbox1,0
Zfp691,Ddah2,0
Zfp691,Prdm6,1
Zfp691,Bend3,1
Zfp691,Hoxc8,0
Zfp691,Skiv2l,0
Zfp691,Slc6a6,0
Zfp691,Rai2,1
Zfp691,Actg2,0
Zfp691,Cntn1,0
Zfp691,Mt4,1
Zfp691,Hand2,1
Zfp691,Sertad2,0
Zfp691,Crlf1,0
Zfp691,Dll1,0
Zfp691,Dab1,0
Zfp691,Srsf1,0
Zfp691,Scd2,0
Zfp691,Pogk,0
Zfp691,Phf2,1
Zfp691,Cnksr2,1
Zfp691,Zeb2,0
Zfp691,Kcnq2,0
Zfp691,Irx2,0
Zfp691,Wnt3,0
Zfp691,Flot2,0
Zfp691,Gprc5c,0
Zfp691,Txnip,0
Zfp691,Cldn15,0
Zfp691,Il1rapl1,1
Zfp691,Foxc1,0
Zfp691,Tro,0
Zfp691,Ogdhl,0
Zfp691,Nol4,1
Zfp691,Emx2,1
Zfp691,Slc1a2,0
Zfp691,Gata6,1
Zfp691,Gprc5b,0
Zfp691,Efemp2,0
Zfp691,Tulp4,0
Zfp691,Hoxa2,1
Zfp691,2610028E06Rik,0
Zfp691,Rnd2,0
Zfp691,Ube2d3,1
Zfp691,Ildr1,0
Zfp691,Lax1,0
Zfp691,Fbxo36,0
Zfp691,Pcsk6,0
Zfp691,Insm1,0
Zfp691,Fbxo43,0
Zfp691,Dlx1as,1
Prrx2,Ust,0
Prrx2,Bcl6,1
Prrx2,Pde4dip,0
Prrx2,Snai3,1
Prrx2,Gnb2,0
Prrx2,Fosb,1
Prrx2,Pcyt1b,0
Prrx2,Hsph1,0
Prrx2,Cdh4,0
Prrx2,Dmrta2,1
Prrx2,Baz1a,1
Prrx2,Zbtb34,0
Prrx2,Cd37,0
Prrx2,Smarca1,0
Prrx2,Sp5,1
Prrx2,Arid2,0
Prrx2,Slc43a1,0
Prrx2,Prkce,0
Prrx2,Cdh20,1
Prrx2,Ppp1r14b,0
Prrx2,Ybx1,0
Prrx2,Has2,1
Prrx2,Met,0
Prrx2,Hoxb4,0
Prrx2,Jag1,0
Prrx2,Ppp1r13b,0
Prrx2,Sall3,1
Prrx2,Sema4a,0
Prrx2,Igf2,0
Prrx2,Stau2,0
Prrx2,St8sia5,0
Prrx2,Rel,0
Prrx2,Alox5ap,0
Prrx2,Atp2a2,1
Prrx2,Tbx18,0
Prrx2,Nap1l1,1
Prrx2,Hoxc10,0
Prrx2,Sfrp1,1
Prrx2,Jakmip2,0
Prrx2,Schip1,1
Prrx2,Otud1,0
Prrx2,Mitf,1
Prrx2,Fam131b,0
Prrx2,Akap6,0
Prrx2,Dlgap4,0
Prrx2,Tsc22d1,0
Prrx2,Eif2s2,0
Prrx2,Brd3,1
Prrx2,Csf3r,0
Prrx2,Gm14137,0
Prrx2,Gap43,1
Prrx2,Cabp1,0
Prrx2,Vcp,1
Prrx2,Lrrc8e,0
Prrx2,Otx2,1
Prrx2,Ddx17,1
Prrx2,Odf2,0
Prrx2,Runx2,0
Prrx2,Yes1,0
Prrx2,Pou3f1,0
Prrx2,Dner,0
Prrx2,Vezt,0
Prrx2,Nol4,1
Prrx2,Igf2bp1,0
Prrx2,Rnf19b,0
Prrx2,Twf2,0
Prrx2,Bnc2,0
Prrx2,Per1,0
Prrx2,Gnai2,0
Prrx2,Tbx4,0
Prrx2,Sall4,1
Prrx2,Col13a1,0
Prrx2,Krt84,1
Prrx2,Srsf12,1
Prrx2,Smad2,1
Prrx2,Celf2,1
Prrx2,Setd5,1
Prrx2,Khdrbs1,0
Dbp,Sash1,0
Dbp,Ralyl,0
Dbp,Prmt8,0
Dbp,Satb2,0
Dbp,Ankrd11,0
Dbp,Pdgfra,0
Dbp,Nat8l,0
Dbp,Obsl1,0
Dbp,Fbxl7,0
Dbp,Trps1,0
Dbp,Spag9,0
Dbp,Masp1,0
Dbp,Serpine2,0
Dbp,Ptp4a3,0
Dbp,1810062O18Rik,0
Dbp,Fndc3b,0
Dbp,Cyr61,0
Dbp,Rtn4r,0
Dbp,March1,0
Dbp,Perp,0
Dbp,Fzd6,0
Dbp,Wwtr1,0
Dbp,Vcl,0
Dbp,Lrrn3,0
Dbp,Hmbox1,0
Dbp,Cobl,0
Dbp,Zeb1,0
Dbp,Kif26b,0
Dbp,Cadm1,0
Dbp,Fgf17,0
Dbp,4933434E20Rik,0
Dbp,Inppl1,0
Dbp,Ptprf,0
Dbp,Ptprd,0
Dbp,Maf,0
Dbp,Runx1,0
Dbp,Ovol1,0
Dbp,Eif4g1,0
Dbp,Padi4,0
Dbp,Acsl3,0
Dbp,Anks1b,0
Dbp,Prdm16,0
Dbp,Cacna1a,0
Dbp,Tnfrsf11a,0
Dbp,Dio3,0
Dbp,Rnd2,0
Dbp,Adm,0
Dbp,Trp53i11,0
Dbp,Sox8,0
Dbp,Dnajc11,0
E2f2,Mex3b,1
E2f2,Shroom4,1
E2f2,Gabrb3,1
E2f2,Ust,1
E2f2,Tes,1
E2f2,Cdh11,1
E2f2,Tgfbr1,1
E2f2,Atxn1,1
E2f2,Ptprt,1
E2f2,Chd2,1
E2f2,Nova1,1
E2f2,Bcl6,1
E2f2,Mapkapk2,1
E2f2,Nptx1,1
E2f2,Vim,1
E2f2,Trpm3,1
E2f2,Pafah1b1,1
E2f2,Cul1,1
E2f2,Tcf4,1
E2f2,Mreg,0
E2f2,Pitx2,1
E2f2,Tob1,1
E2f2,Bach1,1
E2f2,Nrip1,1
E2f2,Tpbg,1
E2f2,Kcnd3,1
E2f2,Kcnh3,1
E2f2,Pfn2,1
E2f2,Hmgb1,1
E2f2,Crim1,1
E2f2,Ubtf,1
E2f2,Smad4,1
E2f2,Gm5577,1
E2f2,Chd4,1
E2f2,E130012A19Rik,1
E2f2,Stat3,1
E2f2,Stard10,1
E2f2,Ntrk3,1
E2f2,Lpgat1,1
E2f2,Rtf1,1
E2f2,Rxrg,0
E2f2,Nfix,1
E2f2,AU040320,1
E2f2,Ipo7,1
E2f2,Cpeb2,1
E2f2,Plagl2,1
E2f2,Prss23,1
E2f2,Cdc42ep1,1
E2f2,Plxna4,1
E2f2,Rapgef3,1
E2f2,Pcgf3,1
E2f2,Rhob,1
E2f2,Rrbp1,1
E2f2,Ptpn21,1
E2f2,Rcor3,1
E2f2,Nfe2l1,1
E2f2,4930539J05Rik,1
E2f2,Podxl,1
E2f2,Kcnmb4,1
E2f2,Peg3,1
E2f2,Fbxw7,1
E2f2,Brd2,1
E2f2,Nkx2-1,1
E2f2,Marcks,1
E2f2,Rfx2,1
E2f2,Grb10,1
E2f2,Satb1,1
E2f2,Hhip,1
E2f2,Zc3h6,1
E2f2,Usp46,1
E2f2,Ext1,1
E2f2,Tgfbr2,1
E2f2,Dusp27,1
E2f2,Ddit3,1
E2f2,Aph1a,1
E2f2,Liph,0
E2f2,Pacs2,1
E2f2,Setd7,1
E2f2,Hoxd11,1
E2f2,Itsn2,1
E2f2,Fzd2,1
E2f2,Rab34,1
E2f2,Ctcf,1
E2f2,Ankrd11,1
E2f2,Dnmt3b,1
E2f2,Trip12,1
E2f2,Nat8l,1
E2f2,Xrcc6,1
E2f2,Smarca2,1
E2f2,Reep3,1
E2f2,Basp1,1
E2f2,Capzb,1
E2f2,Lmo4,1
E2f2,Tead2,1
E2f2,Tlx2,1
E2f2,Gigyf2,1
E2f2,Cdyl2,1
E2f2,Stk24,1
E2f2,Oaf,1
E2f2,Klf4,1
E2f2,H2afy,1
E2f2,Stmn1,1
E2f2,Fli1,1
E2f2,Brd1,1
E2f2,Zic1,1
E2f2,Snai3,1
E2f2,Gnb2,1
E2f2,Rabgap1,1
E2f2,Fbxl7,1
E2f2,Meis2,1
E2f2,Pdzrn3,1
E2f2,Zc3h4,1
E2f2,Plcxd3,1
E2f2,Brsk2,1
E2f2,Trps1,1
E2f2,Spag9,1
E2f2,Arfgef1,1
E2f2,Fosb,1
E2f2,Serbp1,1
E2f2,Stim1,1
E2f2,Adcy1,1
E2f2,Lancl3,1
E2f2,Rb1,1
E2f2,Rgs8,0
E2f2,Stt3b,1
E2f2,Ctnnb1,1
E2f2,Ptch1,1
E2f2,E2f1,1
E2f2,Rfx3,1
E2f2,Ebf4,1
E2f2,Clptm1,1
E2f2,Tpm2,1
E2f2,Ptprk,1
E2f2,Ehmt2,1
E2f2,Cdh4,1
E2f2,Cbln1,1
E2f2,Pim2,1
E2f2,Dmrta2,1
E2f2,Sms,1
E2f2,E330009J07Rik,1
E2f2,Tet2,1
E2f2,Tmem43,1
E2f2,Reps2,1
E2f2,Abhd2,1
E2f2,Pard3b,1
E2f2,Kcnk2,1
E2f2,Inhbb,1
E2f2,Plxnc1,1
E2f2,Baz1a,1
E2f2,Socs2,1
E2f2,Lhx5,1
E2f2,Fam13c,1
E2f2,Psip1,1
E2f2,Myb,1
E2f2,Ryr2,1
E2f2,Stk10,1
E2f2,Zbtb34,1
E2f2,Bhlhe41,1
E2f2,Stk4,1
E2f2,Dleu2,1
E2f2,Rcc2,1
E2f2,Sae1,1
E2f2,Ier5l,1
E2f2,Pou3f3,1
E2f2,Naa25,1
E2f2,Sp9,1
E2f2,Wdr1,1
E2f2,Arpc2,1
E2f2,Tet3,1
E2f2,Rlim,1
E2f2,Cdk6,1
E2f2,Ubap2l,1
E2f2,Cacna2d2,1
E2f2,Celsr1,1
E2f2,Hist1h1e,1
E2f2,Acvr2b,1
E2f2,Tox3,1
E2f2,Idh3g,1
E2f2,Crtac1,1
E2f2,Vash2,1
E2f2,Ccdc106,1
E2f2,Rnf130,1
E2f2,Inca1,1
E2f2,Pou3f2,1
E2f2,Tmod1,1
E2f2,Lox,1
E2f2,Pola1,1
E2f2,Gna13,1
E2f2,Cndp2,1
E2f2,Prok2,1
E2f2,Camkv,1
E2f2,Gnao1,1
E2f2,Zbtb8a,1
E2f2,Faf2,1
E2f2,L3mbtl3,1
E2f2,H2afz,1
E2f2,Ccne1,1
E2f2,Notum,1
E2f2,Msi2,1
E2f2,Sbk1,1
E2f2,Pax3,1
E2f2,Sp5,1
E2f2,Scarf2,1
E2f2,F3,1
E2f2,Sumo3,1
E2f2,Lck,1
E2f2,Tab2,1
E2f2,Sh3pxd2a,1
